session,target_position
1000,0.4757268110727929
1001,0.541483440950281
1002,0.6475344945726862
1003,0.5013922900854274
1004,1.4080480293056945
1005,1.2862941945886486
1006,1.6779524887515036
1007,0.6439637256081601
1008,1.6523790421179103
1009,0.7288240932482041
1010,0.6743310022007785
1011,0.5201386349672736
1012,0.569112968129966
1013,1.8267865751160217
1014,0.3563859239023317
1015,0.6784303798637626
1016,1.7505600315403402
1017,1.432473394766403
1018,0.4831718624423093
1019,1.579867004407278
1020,0.538463114976028
1021,1.2975087333492437
1022,0.715584297087529
1023,1.7735961217925211
1024,0.49676011986965607
1025,1.4606979450100332
1026,0.3707742873495389
1027,1.5497046144882356
1028,2.2592632478798746
1029,1.4148562884132037
1030,0.5413494485304484
1031,1.8865590311872276
1032,0.6342056628474461
1033,1.4969834016371584
1034,1.2082467074961765
1035,1.9469776891034696
1036,0.49044615170971534
1037,1.3772733277120546
1038,1.2103257529167337
1039,1.576082625360836
1040,0.8145361656957502
1041,1.8240210296223005
1042,1.8086970147340675
1043,1.2710136083871308
1044,0.8248491076680271
1045,1.4446656041148969
1046,1.0594800563191353
1047,0.42764139623034936
1048,0.982358643761648
1049,0.8229800637446925
1050,1.625521774826927
1051,0.21147299520512722
1052,0.3643865955909258
1053,0.6658882964667203
1054,1.9201281908161825
1055,1.813833403136071
1056,1.4501762235380817
1057,1.5277442804695398
1058,0.6823138447126181
1059,0.2903793586353916
1060,0.11524407610987304
1061,1.144057570690726
1062,0.29716102617864104
1063,0.42290926566739084
1064,1.112504562474539
1065,1.5069995625940655
1066,1.5673691727269599
1067,0.8435535770093754
1068,0.6399407932052131
1069,0.6635809481847554
1070,1.5804991870434524
1071,1.0292997193841926
1072,0.620521099508532
1073,1.8972051943805397
1074,1.4829785194519016
1075,0.7388185159825704
1076,0.5946812349356172
1077,1.7709308041688048
1078,1.210859106956421
1079,0.751439575166172
1080,1.5281992168215912
1081,0.5263245806547767
1082,0.44489433117284705
1083,0.5745507243320636
1084,0.7080048323698607
1085,1.614502316896564
1086,1.6945118017359873
1087,1.7654306530541388
1088,1.7085756735606505
1089,0.5102397532488103
1090,0.24379450715036258
1091,2.0176333656495933
1092,0.49798236452142797
1093,1.2051601205680775
1094,0.5994821681867328
1095,0.4276513740298252
1096,0.1597200117397859
1097,0.7919938588189614
1098,0.08470864942391855
1099,1.4902105970286592
1100,1.531475856757452
1101,1.09927586617138
1102,0.6112861529460943
1103,0.5717806819632446
1104,1.9447505939937193
1105,2.0231387591165637
1106,0.2426533352684143
1107,1.9921521490913423
1108,1.542204598321241
1109,1.6996864707173716
1110,0.5193164207405132
